cms_id,fyear,system,prov_type,own_type,cbsa,urban_rural
382004,2018,VIBRA HEALTHCARE,Long-Term Hospitals,Private (For Profit),"Portland-Vancouver-Hillsboro, OR-WA",Urban
381324,2017,ST CHARLES HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Oregon,Rural
383300,2017,,Childrens Hospitals,Private (Not For Profit),"Portland-Vancouver-Hillsboro, OR-WA",Urban
384012,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Portland-Vancouver-Hillsboro, OR-WA",Urban
390001,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
384008,2018,DEPARTMENT OF HUMAN SERVICES-STATE O,Psychiatric Hospitals,State,"Salem, OR",Urban
390002,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390008,2018,,Short-Term,Private (For Profit),Rural Pennsylvania,Rural
390003,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Bloomsburg-Berwick, PA",Urban
390004,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Harrisburg-Carlisle, PA",Urban
390006,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Bloomsburg-Berwick, PA",Urban
390009,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Erie, PA",Urban
390013,2018,,Short-Term,Other,Rural Pennsylvania,Rural
390012,2018,JEFFERSON HEALTH,Short-Term,Other,"Montgomery County-Bucks County-Chester County, PA",Urban
390016,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,Rural Pennsylvania,Rural
390025,2018,,Short-Term,Other,"Philadelphia, PA",Urban
390026,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Philadelphia, PA",Urban
390019,2016,,Short-Term,Other,"Allentown-Bethlehem-Easton, PA-NJ",Urban
390027,2018,TEMPLE UNIVERSITY HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390028,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390030,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390031,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390032,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Other,"Pittsburgh, PA",Urban
390035,2018,ST LUKES UNIVERSITY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390036,2018,HERITAGE VALLEY HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390037,2018,HERITAGE VALLEY HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390039,2018,,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390041,2018,,Short-Term,Other,"Pittsburgh, PA",Urban
390042,2018,WASHINGTON HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390044,2018,,Short-Term,Other,"Reading, PA",Urban
390045,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,"Williamsport, PA",Urban
390043,2016,SUSQUEHANNA HEALTH,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390046,2018,WELLSPAN HEALTH,Short-Term,Private (Not For Profit),"York-Hanover, PA",Urban
390049,2018,ST LUKES UNIVERSITY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Allentown-Bethlehem-Easton, PA-NJ",Urban
390048,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390057,2018,,Short-Term,Other,"Montgomery County-Bucks County-Chester County, PA",Urban
390050,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390052,2018,PENN HIGHLANDS HEALTHCARE,Short-Term,Other,Rural Pennsylvania,Rural
390056,2018,,Short-Term,Other,Rural Pennsylvania,Rural
390058,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Private (For Profit),"Harrisburg-Carlisle, PA",Urban
390065,2018,WELLSPAN HEALTH,Short-Term,Other,"Gettysburg, PA",Urban
390061,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Private (For Profit),"Lancaster, PA",Urban
390063,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),"Erie, PA",Urban
390062,2018,LIFEPOINT HEALTH,Short-Term,Private (Not For Profit),"Altoona, PA",Urban
390066,2018,WELLSPAN HEALTH,Short-Term,Other,"Lebanon, PA",Urban
390067,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Other,"Harrisburg-Carlisle, PA",Urban
390068,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Private (For Profit),"Lancaster, PA",Urban
390070,2018,PRIME HEALTHCARE SERVICES,Short-Term,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390071,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (For Profit),Rural Pennsylvania,Rural
390072,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Bloomsburg-Berwick, PA",Urban
390073,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),"Altoona, PA",Urban
390093,2018,,Short-Term,Other,Rural Pennsylvania,Rural
390076,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390079,2018,GUTHRIE HEALTHCARE,Short-Term,Other,Rural Pennsylvania,Rural
390080,2018,TEMPLE UNIVERSITY HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390081,2018,PROSPECT MEDICAL HOLDINGS,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390084,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (For Profit),Rural Pennsylvania,Rural
390086,2018,PENN HIGHLANDS HEALTHCARE,Short-Term,Other,Rural Pennsylvania,Rural
390090,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390091,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,Rural Pennsylvania,Rural
390096,2018,,Short-Term,Church,"Reading, PA",Urban
390097,2018,,Short-Term,Church,"Montgomery County-Bucks County-Chester County, PA",Urban
390100,2018,PENN MEDICINE,Short-Term,Other,"Lancaster, PA",Urban
390101,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Private (Not For Profit),"York-Hanover, PA",Urban
390102,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390104,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390107,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390110,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),"Johnstown, PA",Urban
390111,2018,PENN MEDICINE,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390112,2018,,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390113,2018,MEADVILLE MEDICAL CENTER,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390114,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,"Pittsburgh, PA",Urban
390115,2018,JEFFERSON HEALTH,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390116,2018,PRIME HEALTHCARE SERVICES,Short-Term,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390117,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,Rural Pennsylvania,Rural
390118,2018,UPPER ALLEGHENY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390119,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
390123,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390125,2018,,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390127,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390130,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),"Johnstown, PA",Urban
390132,2016,,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390133,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Allentown-Bethlehem-Easton, PA-NJ",Urban
390137,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (Not For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
390139,2018,MAIN LINE HEALTH,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390138,2018,SUMMIT HEALTH,Short-Term,Private (Not For Profit),"Chambersburg-Waynesboro, PA",Urban
390142,2018,EINSTEIN HEALTHCARE NETWORK,Short-Term,Other,"Philadelphia, PA",Urban
390146,2018,,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390145,2018,EXCELA HEALTH,Short-Term,Other,"Pittsburgh, PA",Urban
390147,2018,,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390150,2018,WASHINGTON HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390151,2018,SUMMIT HEALTH,Short-Term,Private (Not For Profit),"Chambersburg-Waynesboro, PA",Urban
390153,2018,MAIN LINE HEALTH,Short-Term,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390154,2015,PENN HIGHLANDS HEALTHCARE INC,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390156,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390157,2018,,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390160,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390162,2018,STEWARD HEALTH CARE SYSTEM,Short-Term,Private (For Profit),"Allentown-Bethlehem-Easton, PA-NJ",Urban
390163,2018,,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390164,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390168,2018,,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390173,2018,,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390174,2018,JEFFERSON HEALTH,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390178,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),"Youngstown-Warren-Boardman, OH-PA",Urban
390179,2018,PENN MEDICINE,Short-Term,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390180,2018,PROSPECT MEDICAL HOLDINGS,Short-Term,Other,"Philadelphia, PA",Urban
390183,2018,ST LUKES UNIVERSITY HEALTH NETWORK,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390184,2018,,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390185,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Local,"Scranton--Wilkes-Barre--Hazleton, PA",Urban
390192,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
390194,2018,BLUE MOUNTAIN HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Allentown-Bethlehem-Easton, PA-NJ",Urban
390195,2018,MAIN LINE HEALTH,Short-Term,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390196,2018,TEMPLE UNIVERSITY HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390198,2018,LECOM HEALTH,Short-Term,Private (Not For Profit),"Erie, PA",Urban
390199,2018,,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390203,2018,,Short-Term,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390204,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390211,2018,STEWARD HEALTH CARE SYSTEM,Short-Term,Private (For Profit),"Youngstown-Warren-Boardman, OH-PA",Urban
390219,2018,EXCELA HEALTH,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390220,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Other,"Montgomery County-Bucks County-Chester County, PA",Urban
390222,2018,MAIN LINE HEALTH,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390223,2018,PENN MEDICINE,Short-Term,Other,"Philadelphia, PA",Urban
390225,2018,WELLSPAN HEALTH,Short-Term,Other,"Lancaster, PA",Urban
390226,2018,PENN MEDICINE,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390228,2018,,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390231,2018,JEFFERSON HEALTH,Short-Term,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390197,2018,,Short-Term,Private (Not For Profit),"Allentown-Bethlehem-Easton, PA-NJ",Urban
390201,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Private (Not For Profit),"East Stroudsburg, PA",Urban
390217,2018,EXCELA HEALTH,Short-Term,Other,"Pittsburgh, PA",Urban
390258,2018,TRINITY HEALTH,Short-Term,Church,"Montgomery County-Bucks County-Chester County, PA",Urban
390233,2018,,Short-Term,Private (Not For Profit),"York-Hanover, PA",Urban
390236,2018,GUTHRIE HEALTHCARE,Short-Term,Private (Not For Profit),Rural Pennsylvania,Rural
390237,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
390256,2018,PENN STATE HERSHEY HEALTH SYSTEM,Short-Term,Other,"Harrisburg-Carlisle, PA",Urban
390263,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Other,"Allentown-Bethlehem-Easton, PA-NJ",Urban
391307,2018,,Critical Access Hospitals,Private (Not For Profit),"Altoona, PA",Urban
390265,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390266,2018,,Short-Term,Private (Not For Profit),"Youngstown-Warren-Boardman, OH-PA",Urban
390267,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
390268,2018,,Short-Term,Private (Not For Profit),"State College, PA",Urban
390270,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
390272,2018,,Short-Term,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390278,2018,,Short-Term,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390290,2018,TENET HEALTHCARE,Short-Term,Private (For Profit),"Philadelphia, PA",Urban
390302,2017,,Short-Term,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390304,2018,PRIME HEALTHCARE SERVICES,Short-Term,Private (For Profit),"Philadelphia, PA",Urban
390307,2018,,Short-Term,Physician Ownership,"Youngstown-Warren-Boardman, OH-PA",Urban
390312,2018,CANCER TREATMENT CENTERS OF AMERICA,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
390314,2017,COORDINATED HEALTH,Short-Term,Physician Ownership,"Allentown-Bethlehem-Easton, PA-NJ",Urban
390316,2017,TENET HEALTHCARE,Short-Term,Private (For Profit),"Reading, PA",Urban
390321,2018,COORDINATED HEALTH,Short-Term,Physician Ownership,"Allentown-Bethlehem-Easton, PA-NJ",Urban
390323,2018,SURGICAL CARE AFFILIATES,Short-Term,Physician Ownership,"Pittsburgh, PA",Urban
390322,2018,JEFFERSON HEALTH,Short-Term,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390324,2018,MAIN LINE HEALTH,Short-Term,Physician Ownership,"Montgomery County-Bucks County-Chester County, PA",Urban
390325,2018,,Short-Term,Private (For Profit),"York-Hanover, PA",Urban
390326,2018,ST LUKES UNIVERSITY HEALTH NETWORK,Short-Term,Private (Not For Profit),"Allentown-Bethlehem-Easton, PA-NJ",Urban
390327,2018,WELLSPAN HEALTH,Short-Term,Private (Not For Profit),"York-Hanover, PA",Urban
390329,2018,EINSTEIN HEALTHCARE NETWORK,Short-Term,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
390328,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),"Pittsburgh, PA",Urban
391300,2018,GEISINGER HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),"Williamsport, PA",Urban
391301,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Critical Access Hospitals,Private (Not For Profit),"Williamsport, PA",Urban
390330,2018,,Short-Term,Private (Not For Profit),"East Stroudsburg, PA",Urban
390331,2018,,Short-Term,Private (Not For Profit),"Philadelphia, PA",Urban
391302,2018,LIFEPOINT HEALTH,Critical Access Hospitals,Private (For Profit),Rural Pennsylvania,Rural
391303,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Pennsylvania,Rural
391304,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Pennsylvania,Rural
391305,2018,GUTHRIE HEALTHCARE,Critical Access Hospitals,Private (Not For Profit),Rural Pennsylvania,Rural
391306,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Pennsylvania,Rural
391308,2018,,Critical Access Hospitals,Private (Not For Profit),"Erie, PA",Urban
391309,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Pennsylvania,Rural
391312,2018,PENN HIGHLANDS HEALTHCARE,Critical Access Hospitals,Private (Not For Profit),Rural Pennsylvania,Rural
391313,2018,,Critical Access Hospitals,Other,Rural Pennsylvania,Rural
391314,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Pennsylvania,Rural
391315,2018,PENN HIGHLANDS HEALTHCARE,Critical Access Hospitals,Private (Not For Profit),Rural Pennsylvania,Rural
391316,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Critical Access Hospitals,Private (Not For Profit),Rural Pennsylvania,Rural
392024,2017,NEW LIFECARE MANAGEMENT SERVICES LLC,Long-Term Hospitals,Private (For Profit),"Pittsburgh, PA",Urban
392025,2018,COMMUNITY HEALTH SYSTEMS,Long-Term Hospitals,Private (For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
392027,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),"Philadelphia, PA",Urban
392031,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Other,"Johnstown, PA",Urban
392028,2018,CURAHEALTH HOSPITALS,Long-Term Hospitals,Private (For Profit),"Pittsburgh, PA",Urban
392033,2018,,Long-Term Hospitals,Private (Not For Profit),"Allentown-Bethlehem-Easton, PA-NJ",Urban
392036,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Pittsburgh, PA",Urban
392037,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Erie, PA",Urban
392038,2018,NEW LIFECARE MANAGEMENT SERVICES,Long-Term Hospitals,Private (For Profit),"Harrisburg-Carlisle, PA",Urban
392039,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Harrisburg-Carlisle, PA",Urban
393045,2018,HEALTHSOUTH,Rehabilitation Hospitals,Other,"Pittsburgh, PA",Urban
392041,2016,NEW LIFECARE MANAGEMENT SERVICES,Long-Term Hospitals,Private (For Profit),"Pittsburgh, PA",Urban
392043,2018,CURAHEALTH HOSPITALS,Long-Term Hospitals,Private (For Profit),"Pittsburgh, PA",Urban
392044,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Pittsburgh, PA",Urban
392045,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (Not For Profit),"Pittsburgh, PA",Urban
392046,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),"Philadelphia, PA",Urban
392047,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Bloomsburg-Berwick, PA",Urban
392048,2018,NEW LIFECARE MANAGEMENT SERVICES,Long-Term Hospitals,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
392050,2018,PENN MEDICINE,Long-Term Hospitals,Private (Not For Profit),"Philadelphia, PA",Urban
393025,2018,MAIN LINE HEALTH INC.,Rehabilitation Hospitals,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
393026,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Reading, PA",Urban
393027,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Pittsburgh, PA",Urban
394020,2018,,Psychiatric Hospitals,Church,"Lebanon, PA",Urban
393030,2018,ALLIED MANAGMENT SERVICES,Rehabilitation Hospitals,Private (Not For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
393031,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Harrisburg-Carlisle, PA",Urban
393035,2018,,Rehabilitation Hospitals,Private (Not For Profit),"Allentown-Bethlehem-Easton, PA-NJ",Urban
393036,2018,ALLIED MANAGEMENT SERVICES,Rehabilitation Hospitals,Private (Not For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
393040,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Altoona, PA",Urban
393038,2018,,Rehabilitation Hospitals,Private (Not For Profit),"Philadelphia, PA",Urban
393037,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"York-Hanover, PA",Urban
393039,2018,HEALTHSOUTH,Rehabilitation Hospitals,Other,"State College, PA",Urban
393046,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Erie, PA",Urban
393047,2018,GEISINGER HEALTH SYSTEM,Rehabilitation Hospitals,Private (For Profit),"Bloomsburg-Berwick, PA",Urban
393054,2018,PENN MEDICINE,Rehabilitation Hospitals,Private (For Profit),"Lancaster, PA",Urban
393055,2018,KINDRED HEALTHCARE,Rehabilitation Hospitals,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
393056,2018,SELECT MEDICAL CORPORATION,Rehabilitation Hospitals,Private (For Profit),"Harrisburg-Carlisle, PA",Urban
393302,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Childrens Hospitals,Other,"Pittsburgh, PA",Urban
393303,2018,,Childrens Hospitals,Private (Not For Profit),"Philadelphia, PA",Urban
393053,2018,PENN STATE HERSHEY HEALTH SYSTEM,Rehabilitation Hospitals,Private (For Profit),"Harrisburg-Carlisle, PA",Urban
393304,2017,,Childrens Hospitals,Private (Not For Profit),"Pittsburgh, PA",Urban
393307,2018,TENET HEALTHCARE,Childrens Hospitals,Private (For Profit),"Philadelphia, PA",Urban
393309,2017,,Childrens Hospitals,Other,"Philadelphia, PA",Urban
394001,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,"Montgomery County-Bucks County-Chester County, PA",Urban
394004,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,"Bloomsburg-Berwick, PA",Urban
394008,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Philadelphia, PA",Urban
394012,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,"Scranton--Wilkes-Barre--Hazleton, PA",Urban
394007,2018,CORECARE SYSTEMS,Psychiatric Hospitals,Private (Not For Profit),"Philadelphia, PA",Urban
394014,2018,COMMONWEALTH OF PA -  DHS,Psychiatric Hospitals,State,"Reading, PA",Urban
394016,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,Rural Pennsylvania,Rural
394023,2018,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (Not For Profit),"Philadelphia, PA",Urban
394026,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,"Pittsburgh, PA",Urban
394033,2018,,Psychiatric Hospitals,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
394034,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
394039,2018,COMMUNITY HEALTH SYSTEMS,Psychiatric Hospitals,Private (For Profit),"Scranton--Wilkes-Barre--Hazleton, PA",Urban
394040,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"State College, PA",Urban
393308,2018,,Childrens Hospitals,Private (Not For Profit),"Pittsburgh, PA",Urban
394027,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Philadelphia, PA",Urban
394038,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (Not For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
394043,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Rural Pennsylvania,Rural
394048,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Psychiatric Hospitals,Private (Not For Profit),"Williamsport, PA",Urban
394049,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Montgomery County-Bucks County-Chester County, PA",Urban
394052,2018,HAVEN BEHAVIORAL HEALTH CARE,Psychiatric Hospitals,Private (For Profit),"Reading, PA",Urban
394051,2018,UPMC PINNACLE HEALTH SYSTEM,Psychiatric Hospitals,Private (For Profit),"Harrisburg-Carlisle, PA",Urban
394053,2018,HAVEN BEHAVIORAL HEALTH CARE,Psychiatric Hospitals,Private (For Profit),"Philadelphia, PA",Urban
394054,2018,NEW LIFECARE MANAGEMENT SERVICES,Psychiatric Hospitals,Private (For Profit),"Pittsburgh, PA",Urban
400001,2018,,Short-Term,Other,"San Juan-Carolina-Caguas, PR",Urban
400003,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Ponce, PR",Urban
400004,2018,,Short-Term,Other,"San Juan-Carolina-Caguas, PR",Urban
400005,2017,HIMA SAN PABLO HOSPITALS,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400006,2018,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400007,2017,,Short-Term,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
400010,2018,,Short-Term,Private (Not For Profit),"Aguadilla-Isabela, PR",Urban
400011,2018,,Short-Term,Private (For Profit),"San Juan-Carolina-Caguas, PR",Urban
400012,2018,,Short-Term,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
400013,2018,MENNONITE GENERAL HOSPITAL SYSTEM,Short-Term,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
400014,2018,,Short-Term,Church,"Mayagez, PR",Urban
394050,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Harrisburg-Carlisle, PA",Urban
400009,2016,,Short-Term,Private (Not For Profit),"Ponce, PR",Urban
400015,2018,,Short-Term,Other,"San Juan-Carolina-Caguas, PR",Urban
400016,2018,,Short-Term,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
400018,2018,MENNONITE GENERAL HOSPITAL SYSTEM,Short-Term,Private (Not For Profit),"San Juan-Carolina-Caguas, PR",Urban
