cms_id,fyear,system,prov_type,own_type,urban_rural
374000,2018,,Psychiatric Hospitals,State,Urban
374001,2018,,Psychiatric Hospitals,State,Rural
374006,2018,,Psychiatric Hospitals,State,Rural
373300,2018,,Childrens Hospitals,State,Urban
374008,2018,,Psychiatric Hospitals,State,Urban
374012,2018,REHABILITATION INSTITUTES OF AMERICA,Psychiatric Hospitals,Private (For Profit),Urban
374016,2018,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (For Profit),Rural
374017,2017,,Psychiatric Hospitals,Private (For Profit),Rural
374020,2018,SAINT FRANCIS HEALTH SYSTEM,Psychiatric Hospitals,Private (Not For Profit),Urban
374021,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
374023,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
374024,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
374025,2018,SPRINGSTONE,Psychiatric Hospitals,Private (For Profit),Urban
380001,2018,,Short-Term,Other,Rural
380002,2018,ASANTE,Short-Term,Other,Urban
380004,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Private (Not For Profit),Urban
380005,2018,ASANTE,Short-Term,Local,Urban
380007,2018,LEGACY HEALTH,Short-Term,Private (Not For Profit),Urban
380009,2018,OHSU PARTNERS,Short-Term,Other,Urban
380014,2017,SAMARITAN HEALTH SERVICES,Short-Term,Private (Not For Profit),Urban
380017,2018,LEGACY HEALTH,Short-Term,Private (Not For Profit),Urban
380018,2018,ASANTE,Short-Term,Private (Not For Profit),Urban
380020,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (Not For Profit),Urban
380021,2018,OHSU PARTNERS,Short-Term,Private (Not For Profit),Urban
380022,2017,SAMARITAN HEALTH SERVICES,Short-Term,Church,Urban
380025,2018,LEGACY HEALTH,Short-Term,Private (Not For Profit),Urban
380027,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Hospital District or Authority,Rural
380029,2018,LEGACY HEALTH,Short-Term,Private (Not For Profit),Urban
380037,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Church,Urban
380033,2018,PEACEHEALTH,Short-Term,Private (Not For Profit),Urban
380038,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Private (Not For Profit),Urban
380040,2017,ST CHARLES HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
380047,2017,ST. CHARLES HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
380050,2018,,Short-Term,Private (Not For Profit),Rural
380051,2018,SALEM HEALTH,Short-Term,Other,Urban
380052,2018,TRINITY HEALTH,Short-Term,Church,Rural
380056,2018,,Short-Term,Private (Not For Profit),Urban
380060,2018,ADVENTIST HEALTH,Short-Term,Church,Urban
380061,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Church,Urban
380071,2018,RCCH HEALTHCARE PARTNERS,Short-Term,Private (Not For Profit),Urban
380075,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Church,Urban
380082,2018,PROVIDENCE ST JOSEPH HEALTH,Short-Term,Church,Urban
380089,2018,LEGACY HEALTH,Short-Term,Private (Not For Profit),Urban
380090,2018,,Short-Term,Hospital District or Authority,Rural
380102,2018,PEACEHEALTH,Short-Term,Private (Not For Profit),Urban
380091,2018,KAISER PERMANENTE,Short-Term,Other,Urban
380103,2017,KAISER PERMANENTE,Short-Term,Private (Not For Profit),Urban
381302,2017,SAMARITAN HEALTH SERVICES,Critical Access Hospitals,Private (Not For Profit),Rural
381303,2018,PROVIDENCE ST JOSEPH HEALTH,Critical Access Hospitals,Church,Rural
381301,2018,PEACEHEALTH,Critical Access Hospitals,Private (Not For Profit),Urban
381304,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
381305,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
381306,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
381307,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
381308,2018,SALEM HEALTH,Critical Access Hospitals,Private (Not For Profit),Urban
381309,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
381310,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
381311,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
381312,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
381313,2017,ST. CHARLES HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
381314,2017,SAMARITAN HEALTH SERVICES,Critical Access Hospitals,Private (Not For Profit),Rural
381315,2018,TRINITY HEALTH,Critical Access Hospitals,Church,Rural
381316,2018,PEACEHEALTH,Critical Access Hospitals,Church,Urban
381317,2018,ADVENTIST HEALTH,Critical Access Hospitals,Church,Rural
381318,2018,PROVIDENCE ST JOSEPH HEALTH,Critical Access Hospitals,Church,Rural
381319,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Church,Rural
381320,2018,,Critical Access Hospitals,Private (For Profit),Rural
381321,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
381322,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
381323,2017,SAMARITAN HEALTH SERVICES,Critical Access Hospitals,Church,Urban
381325,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
382004,2018,VIBRA HEALTHCARE,Long-Term Hospitals,Private (For Profit),Urban
381324,2017,ST CHARLES HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
383300,2017,,Childrens Hospitals,Private (Not For Profit),Urban
384012,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
390001,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
384008,2018,DEPARTMENT OF HUMAN SERVICES-STATE O,Psychiatric Hospitals,State,Urban
390002,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
390008,2018,,Short-Term,Private (For Profit),Rural
390003,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390004,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390006,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390009,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390013,2018,,Short-Term,Other,Rural
390012,2018,JEFFERSON HEALTH,Short-Term,Other,Urban
390016,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,Rural
390025,2018,,Short-Term,Other,Urban
390026,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
390019,2016,,Short-Term,Other,Urban
390027,2018,TEMPLE UNIVERSITY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390028,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
390030,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Private (Not For Profit),Rural
390031,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Private (Not For Profit),Rural
390032,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Other,Urban
390035,2018,ST LUKES UNIVERSITY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390036,2018,HERITAGE VALLEY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390037,2018,HERITAGE VALLEY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390039,2018,,Short-Term,Private (Not For Profit),Rural
390041,2018,,Short-Term,Other,Urban
390042,2018,WASHINGTON HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390044,2018,,Short-Term,Other,Urban
390045,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,Urban
390043,2016,SUSQUEHANNA HEALTH,Short-Term,Private (Not For Profit),Rural
390046,2018,WELLSPAN HEALTH,Short-Term,Private (Not For Profit),Urban
390049,2018,ST LUKES UNIVERSITY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390048,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural
390057,2018,,Short-Term,Other,Urban
390050,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390052,2018,PENN HIGHLANDS HEALTHCARE,Short-Term,Other,Rural
390056,2018,,Short-Term,Other,Rural
390058,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Private (For Profit),Urban
390065,2018,WELLSPAN HEALTH,Short-Term,Other,Urban
390061,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Private (For Profit),Urban
390063,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
390062,2018,LIFEPOINT HEALTH,Short-Term,Private (Not For Profit),Urban
390066,2018,WELLSPAN HEALTH,Short-Term,Other,Urban
390067,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Other,Urban
390068,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Private (For Profit),Urban
390070,2018,PRIME HEALTHCARE SERVICES,Short-Term,Private (For Profit),Urban
390071,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (For Profit),Rural
390072,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
390073,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
390093,2018,,Short-Term,Other,Rural
390076,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
390079,2018,GUTHRIE HEALTHCARE,Short-Term,Other,Rural
390080,2018,TEMPLE UNIVERSITY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390081,2018,PROSPECT MEDICAL HOLDINGS,Short-Term,Private (Not For Profit),Urban
390084,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (For Profit),Rural
390086,2018,PENN HIGHLANDS HEALTHCARE,Short-Term,Other,Rural
390090,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390091,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,Rural
390096,2018,,Short-Term,Church,Urban
390097,2018,,Short-Term,Church,Urban
390100,2018,PENN MEDICINE,Short-Term,Other,Urban
390101,2018,PINNACLE HEALTH HOSPITALS,Short-Term,Private (Not For Profit),Urban
390102,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
390104,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Rural
390107,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
390110,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Urban
390111,2018,PENN MEDICINE,Short-Term,Private (Not For Profit),Urban
390112,2018,,Short-Term,Private (Not For Profit),Rural
390113,2018,MEADVILLE MEDICAL CENTER,Short-Term,Private (Not For Profit),Rural
390114,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,Urban
390115,2018,JEFFERSON HEALTH,Short-Term,Private (Not For Profit),Urban
390116,2018,PRIME HEALTHCARE SERVICES,Short-Term,Private (Not For Profit),Urban
390117,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Other,Rural
390118,2018,UPPER ALLEGHENY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural
390119,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
390123,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
390125,2018,,Short-Term,Private (Not For Profit),Rural
390127,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
390130,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Urban
390132,2016,,Short-Term,Private (Not For Profit),Urban
390133,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390137,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (Not For Profit),Urban
390139,2018,MAIN LINE HEALTH,Short-Term,Private (Not For Profit),Urban
390138,2018,SUMMIT HEALTH,Short-Term,Private (Not For Profit),Urban
390142,2018,EINSTEIN HEALTHCARE NETWORK,Short-Term,Other,Urban
390146,2018,,Short-Term,Private (Not For Profit),Rural
390145,2018,EXCELA HEALTH,Short-Term,Other,Urban
390147,2018,,Short-Term,Private (Not For Profit),Urban
390150,2018,WASHINGTON HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural
390151,2018,SUMMIT HEALTH,Short-Term,Private (Not For Profit),Urban
390153,2018,MAIN LINE HEALTH,Short-Term,Private (Not For Profit),Urban
390154,2015,PENN HIGHLANDS HEALTHCARE INC,Short-Term,Private (Not For Profit),Rural
390156,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),Urban
390157,2018,,Short-Term,Private (Not For Profit),Urban
390160,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390162,2018,STEWARD HEALTH CARE SYSTEM,Short-Term,Private (For Profit),Urban
390163,2018,,Short-Term,Private (Not For Profit),Urban
390164,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
390168,2018,,Short-Term,Private (Not For Profit),Urban
390173,2018,,Short-Term,Private (Not For Profit),Rural
390174,2018,JEFFERSON HEALTH,Short-Term,Private (Not For Profit),Urban
390178,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
390179,2018,PENN MEDICINE,Short-Term,Private (Not For Profit),Urban
390180,2018,PROSPECT MEDICAL HOLDINGS,Short-Term,Other,Urban
390183,2018,ST LUKES UNIVERSITY HEALTH NETWORK,Short-Term,Private (Not For Profit),Rural
390184,2018,,Short-Term,Private (Not For Profit),Urban
390185,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Local,Urban
390192,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
390194,2018,BLUE MOUNTAIN HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390195,2018,MAIN LINE HEALTH,Short-Term,Private (Not For Profit),Urban
390196,2018,TEMPLE UNIVERSITY HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390198,2018,LECOM HEALTH,Short-Term,Private (Not For Profit),Urban
390199,2018,,Short-Term,Private (Not For Profit),Rural
390203,2018,,Short-Term,Private (Not For Profit),Urban
390204,2018,TRINITY HEALTH,Short-Term,Private (Not For Profit),Urban
390211,2018,STEWARD HEALTH CARE SYSTEM,Short-Term,Private (For Profit),Urban
390219,2018,EXCELA HEALTH,Short-Term,Private (Not For Profit),Urban
390220,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Other,Urban
390222,2018,MAIN LINE HEALTH,Short-Term,Private (Not For Profit),Urban
390223,2018,PENN MEDICINE,Short-Term,Other,Urban
390225,2018,WELLSPAN HEALTH,Short-Term,Other,Urban
390226,2018,PENN MEDICINE,Short-Term,Private (Not For Profit),Urban
390228,2018,,Short-Term,Private (Not For Profit),Urban
390231,2018,JEFFERSON HEALTH,Short-Term,Private (Not For Profit),Urban
390197,2018,,Short-Term,Private (Not For Profit),Urban
390201,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390217,2018,EXCELA HEALTH,Short-Term,Other,Urban
390258,2018,TRINITY HEALTH,Short-Term,Church,Urban
390233,2018,,Short-Term,Private (Not For Profit),Urban
390236,2018,GUTHRIE HEALTHCARE,Short-Term,Private (Not For Profit),Rural
390237,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Urban
390256,2018,PENN STATE HERSHEY HEALTH SYSTEM,Short-Term,Other,Urban
390263,2018,LEHIGH VALLEY HEALTH NETWORK,Short-Term,Other,Urban
391307,2018,,Critical Access Hospitals,Private (Not For Profit),Urban
390265,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390266,2018,,Short-Term,Private (Not For Profit),Urban
390267,2018,ALLEGHENY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390268,2018,,Short-Term,Private (Not For Profit),Urban
390270,2018,GEISINGER HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
390272,2018,,Short-Term,Private (For Profit),Urban
390278,2018,,Short-Term,Private (Not For Profit),Urban
390290,2018,TENET HEALTHCARE,Short-Term,Private (For Profit),Urban
390302,2017,,Short-Term,Private (For Profit),Urban
390304,2018,PRIME HEALTHCARE SERVICES,Short-Term,Private (For Profit),Urban
390307,2018,,Short-Term,Physician Ownership,Urban
390312,2018,CANCER TREATMENT CENTERS OF AMERICA,Short-Term,Private (Not For Profit),Urban
390314,2017,COORDINATED HEALTH,Short-Term,Physician Ownership,Urban
390316,2017,TENET HEALTHCARE,Short-Term,Private (For Profit),Urban
390321,2018,COORDINATED HEALTH,Short-Term,Physician Ownership,Urban
390323,2018,SURGICAL CARE AFFILIATES,Short-Term,Physician Ownership,Urban
390322,2018,JEFFERSON HEALTH,Short-Term,Private (For Profit),Urban
390324,2018,MAIN LINE HEALTH,Short-Term,Physician Ownership,Urban
390325,2018,,Short-Term,Private (For Profit),Urban
390326,2018,ST LUKES UNIVERSITY HEALTH NETWORK,Short-Term,Private (Not For Profit),Urban
390327,2018,WELLSPAN HEALTH,Short-Term,Private (Not For Profit),Urban
390329,2018,EINSTEIN HEALTHCARE NETWORK,Short-Term,Private (Not For Profit),Urban
390328,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Short-Term,Private (Not For Profit),Urban
391300,2018,GEISINGER HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Urban
391301,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Critical Access Hospitals,Private (Not For Profit),Urban
390330,2018,,Short-Term,Private (Not For Profit),Urban
390331,2018,,Short-Term,Private (Not For Profit),Urban
391302,2018,LIFEPOINT HEALTH,Critical Access Hospitals,Private (For Profit),Rural
391303,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
391304,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
391305,2018,GUTHRIE HEALTHCARE,Critical Access Hospitals,Private (Not For Profit),Rural
391306,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
391308,2018,,Critical Access Hospitals,Private (Not For Profit),Urban
391309,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
391312,2018,PENN HIGHLANDS HEALTHCARE,Critical Access Hospitals,Private (Not For Profit),Rural
391313,2018,,Critical Access Hospitals,Other,Rural
391314,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
391315,2018,PENN HIGHLANDS HEALTHCARE,Critical Access Hospitals,Private (Not For Profit),Rural
391316,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Critical Access Hospitals,Private (Not For Profit),Rural
392024,2017,NEW LIFECARE MANAGEMENT SERVICES LLC,Long-Term Hospitals,Private (For Profit),Urban
392025,2018,COMMUNITY HEALTH SYSTEMS,Long-Term Hospitals,Private (For Profit),Urban
392027,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),Urban
392031,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Other,Urban
392028,2018,CURAHEALTH HOSPITALS,Long-Term Hospitals,Private (For Profit),Urban
392033,2018,,Long-Term Hospitals,Private (Not For Profit),Urban
392036,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
392037,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
392038,2018,NEW LIFECARE MANAGEMENT SERVICES,Long-Term Hospitals,Private (For Profit),Urban
392039,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
393045,2018,HEALTHSOUTH,Rehabilitation Hospitals,Other,Urban
392041,2016,NEW LIFECARE MANAGEMENT SERVICES,Long-Term Hospitals,Private (For Profit),Urban
392043,2018,CURAHEALTH HOSPITALS,Long-Term Hospitals,Private (For Profit),Urban
392044,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
392045,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (Not For Profit),Urban
392046,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),Urban
392047,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
392048,2018,NEW LIFECARE MANAGEMENT SERVICES,Long-Term Hospitals,Private (For Profit),Urban
392050,2018,PENN MEDICINE,Long-Term Hospitals,Private (Not For Profit),Urban
393025,2018,MAIN LINE HEALTH INC.,Rehabilitation Hospitals,Private (Not For Profit),Urban
393026,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
393027,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
394020,2018,,Psychiatric Hospitals,Church,Urban
393030,2018,ALLIED MANAGMENT SERVICES,Rehabilitation Hospitals,Private (Not For Profit),Urban
393031,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
393035,2018,,Rehabilitation Hospitals,Private (Not For Profit),Urban
393036,2018,ALLIED MANAGEMENT SERVICES,Rehabilitation Hospitals,Private (Not For Profit),Urban
393040,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
393038,2018,,Rehabilitation Hospitals,Private (Not For Profit),Urban
393037,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
393039,2018,HEALTHSOUTH,Rehabilitation Hospitals,Other,Urban
393046,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
393047,2018,GEISINGER HEALTH SYSTEM,Rehabilitation Hospitals,Private (For Profit),Urban
393054,2018,PENN MEDICINE,Rehabilitation Hospitals,Private (For Profit),Urban
393055,2018,KINDRED HEALTHCARE,Rehabilitation Hospitals,Private (For Profit),Urban
393056,2018,SELECT MEDICAL CORPORATION,Rehabilitation Hospitals,Private (For Profit),Urban
393302,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Childrens Hospitals,Other,Urban
393303,2018,,Childrens Hospitals,Private (Not For Profit),Urban
393053,2018,PENN STATE HERSHEY HEALTH SYSTEM,Rehabilitation Hospitals,Private (For Profit),Urban
393304,2017,,Childrens Hospitals,Private (Not For Profit),Urban
393307,2018,TENET HEALTHCARE,Childrens Hospitals,Private (For Profit),Urban
393309,2017,,Childrens Hospitals,Other,Urban
394001,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,Urban
394004,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,Urban
394008,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
394012,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,Urban
394007,2018,CORECARE SYSTEMS,Psychiatric Hospitals,Private (Not For Profit),Urban
394014,2018,COMMONWEALTH OF PA -  DHS,Psychiatric Hospitals,State,Urban
394016,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,Rural
394023,2018,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (Not For Profit),Urban
394026,2018,COMMONWEALTH OF PA - DHS,Psychiatric Hospitals,State,Urban
394033,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
394034,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
394039,2018,COMMUNITY HEALTH SYSTEMS,Psychiatric Hospitals,Private (For Profit),Urban
394040,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
393308,2018,,Childrens Hospitals,Private (Not For Profit),Urban
394027,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
394038,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (Not For Profit),Urban
394043,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Rural
394048,2018,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,Psychiatric Hospitals,Private (Not For Profit),Urban
394049,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
394052,2018,HAVEN BEHAVIORAL HEALTH CARE,Psychiatric Hospitals,Private (For Profit),Urban
394051,2018,UPMC PINNACLE HEALTH SYSTEM,Psychiatric Hospitals,Private (For Profit),Urban
394053,2018,HAVEN BEHAVIORAL HEALTH CARE,Psychiatric Hospitals,Private (For Profit),Urban
394054,2018,NEW LIFECARE MANAGEMENT SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
400001,2018,,Short-Term,Other,Urban
400003,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
400004,2018,,Short-Term,Other,Urban
400005,2017,HIMA SAN PABLO HOSPITALS,Short-Term,Private (For Profit),Urban
400006,2018,,Short-Term,Private (For Profit),Urban
400007,2017,,Short-Term,Private (Not For Profit),Urban
400010,2018,,Short-Term,Private (Not For Profit),Urban
400011,2018,,Short-Term,Private (For Profit),Urban
400012,2018,,Short-Term,Private (Not For Profit),Urban
400013,2018,MENNONITE GENERAL HOSPITAL SYSTEM,Short-Term,Private (Not For Profit),Urban
400014,2018,,Short-Term,Church,Urban
394050,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
400009,2016,,Short-Term,Private (Not For Profit),Urban
400015,2018,,Short-Term,Other,Urban
400016,2018,,Short-Term,Private (Not For Profit),Urban
400018,2018,MENNONITE GENERAL HOSPITAL SYSTEM,Short-Term,Private (Not For Profit),Urban
400019,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
400021,2018,,Short-Term,Church,Urban
400022,2018,,Short-Term,Private (Not For Profit),Urban
414003,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
400032,2018,,Short-Term,Private (For Profit),Urban
400026,2016,,Short-Term,Private (Not For Profit),Urban
400044,2017,SISTEMA DE SALUD EPISCOPAL SAN LUCAS,Short-Term,Church,Urban
400048,2018,SISTEMA DE SALUD EPISCOPAL SAN LUCAS,Short-Term,Church,Urban
400061,2018,,Short-Term,State,Urban
400079,2018,,Short-Term,Other,Urban
400087,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),Urban
400098,2017,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),Urban
400102,2018,,Short-Term,Private (For Profit),Urban
400104,2018,MENNONITE GENERAL HOSPITAL SYSTEM,Short-Term,Private (Not For Profit),Urban
400105,2018,,Short-Term,State,Urban
400106,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),Urban
400109,2017,HIMA SAN PABLO HOSPITALS,Short-Term,Private (For Profit),Urban
400110,2017,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),Urban
400103,2018,,Short-Term,Private (For Profit),Urban
400111,2017,,Short-Term,Private (Not For Profit),Urban
400112,2018,,Short-Term,Private (For Profit),Urban
400113,2018,,Short-Term,Private (Not For Profit),Urban
400114,2018,,Short-Term,Private (For Profit),Urban
400115,2017,,Short-Term,Private (For Profit),Urban
400117,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
400118,2017,,Short-Term,Private (For Profit),Urban
400120,2018,HIMA SAN PABLO HOSPITALS,Short-Term,Private (For Profit),Urban
400121,2015,,Short-Term,Private (Not For Profit),Urban
400122,2018,PROFESSIONAL HOSPITALS,Short-Term,Private (For Profit),Urban
400123,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
400124,2018,,Short-Term,State,Urban
400125,2018,HIMA SAN PABLO HOSPITALS,Short-Term,Private (For Profit),Urban
400126,2018,METRO PAVIA HEALTH SYSTEM,Short-Term,Private (For Profit),Urban
